,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
1402,7,2006,2006,0,4,4,3,1,0,1286,5,1294,0,1294,2,4,6,1,4,5,2,2,662,168,55,0,0,1,1,0,1
1403,8,2007,2007,84,4,4,4,6,929,1485,5,1464,0,1464,2,4,6,0,0,5,1,3,754,168,160,0,0,1,1,1,1
1404,3,1915,1950,0,3,3,1,1,0,672,3,694,520,1214,1,3,6,0,0,1,1,3,936,216,0,0,0,0,0,0,1
1405,8,2004,2005,174,4,5,4,6,1373,1594,5,1646,0,1646,2,4,5,1,4,5,3,2,482,128,53,0,0,0,0,1,1
1406,5,1972,2007,0,3,4,3,6,656,768,3,768,0,768,1,3,5,0,0,1,1,2,396,58,0,0,0,0,0,0,0
1407,5,1985,1985,0,3,3,1,5,625,833,5,833,0,833,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,4,1910,1950,0,3,2,1,1,0,622,4,741,622,1363,1,3,6,0,0,1,1,2,528,0,0,0,0,1,1,0,0
1409,7,1986,1991,123,3,4,1,1,0,791,4,1236,857,2093,2,3,7,1,3,5,3,2,542,364,63,0,0,0,0,0,0
1410,7,2001,2001,0,4,4,1,6,666,944,5,944,896,1840,2,4,6,0,0,5,2,2,622,0,45,0,0,1,1,0,1
1411,6,1950,2005,0,3,3,1,4,120,856,5,1112,556,1668,1,3,6,0,0,5,1,1,271,0,0,0,0,1,1,0,0
1412,4,1949,1950,0,3,0,0,0,0,0,2,1040,0,1040,2,3,6,0,0,1,1,2,420,0,0,0,0,0,0,0,0
1413,8,2005,2006,366,4,4,1,6,976,1844,5,1844,0,1844,2,4,7,1,4,5,3,2,620,165,44,0,0,1,1,1,1
1414,6,1923,2000,0,3,3,1,1,0,833,4,1053,795,1848,1,4,8,1,4,1,1,2,370,0,0,0,0,0,0,0,0
1415,7,2007,2007,130,4,4,1,5,988,1386,5,1569,0,1569,2,4,7,1,3,5,2,3,660,143,20,0,0,1,1,0,1
1416,4,1885,1950,0,3,3,1,1,0,777,4,1246,1044,2290,2,3,11,0,0,1,1,2,560,0,0,0,0,1,0,0,1
1417,8,1998,1998,731,4,4,2,6,781,1284,5,1310,1140,2450,2,4,7,1,3,5,3,3,1069,0,126,1,0,1,1,0,1
1418,5,1963,1963,0,3,3,1,4,25,1144,3,1144,0,1144,1,3,6,0,0,1,1,1,336,0,88,0,0,0,0,0,0
1419,6,1969,1969,312,4,3,3,3,1110,1844,4,1844,0,1844,2,4,7,1,3,5,2,2,540,0,73,0,0,0,0,0,0
1420,6,1968,1968,420,3,3,1,5,404,708,4,708,708,1416,2,3,7,1,3,5,2,2,776,0,169,0,0,0,0,0,0
1421,6,1977,1977,0,3,4,1,5,360,1069,3,1069,0,1069,2,3,4,1,2,5,2,2,440,0,55,0,0,0,0,0,0
1422,6,2003,2003,170,4,4,3,6,686,848,5,848,0,848,1,4,3,0,0,5,3,2,420,140,0,0,0,1,1,0,1
1423,6,1966,1966,0,4,4,3,1,0,697,3,1575,626,2201,2,4,8,1,4,5,1,2,432,586,236,0,0,0,0,0,0
1424,5,1958,1983,0,3,3,1,5,457,1024,3,1344,0,1344,1,3,6,1,3,1,1,1,484,316,28,0,0,0,0,0,0
1425,6,1959,1959,243,4,3,1,1,0,1252,5,1252,0,1252,1,4,7,0,0,1,1,2,528,0,39,0,0,0,0,1,0
1426,7,1994,1994,448,4,4,1,6,1000,1223,5,1223,904,2127,2,4,5,2,3,5,2,2,525,171,132,1,0,1,1,0,1
1427,5,1945,1950,0,3,3,1,4,580,913,3,1048,510,1558,1,3,6,1,3,5,1,1,288,0,0,0,0,0,0,0,0
1428,5,1940,1992,294,3,3,1,4,510,788,3,804,0,804,1,4,4,2,4,5,1,1,240,0,0,0,0,0,0,1,0
1429,6,1981,1981,310,4,4,1,4,678,1440,5,1440,0,1440,2,4,7,1,3,5,3,2,467,0,0,0,0,0,0,0,0
1430,5,2005,2005,0,4,4,3,1,0,732,5,734,1104,1838,2,3,7,1,4,3,3,2,372,100,40,0,0,1,1,0,1
1431,6,1976,1976,0,3,4,1,2,958,958,3,958,0,958,2,3,5,0,0,5,2,2,440,0,60,0,0,0,0,0,0
1432,4,1927,2007,0,3,3,1,1,0,656,3,968,0,968,2,3,5,0,0,1,1,1,216,0,0,0,0,0,0,0,0
1433,6,2000,2000,318,3,4,1,1,0,936,5,962,830,1792,2,3,8,1,3,5,3,2,451,0,0,0,0,1,1,0,1
1434,5,1977,1977,0,3,3,1,5,936,1126,2,1126,0,1126,2,3,5,1,4,5,2,2,484,295,41,0,0,0,0,0,0
1435,6,1962,2005,237,4,3,1,1,0,1319,3,1537,0,1537,1,4,7,1,4,5,2,2,462,0,36,0,0,0,0,0,0
1436,4,1971,1971,0,3,3,1,5,616,864,3,864,0,864,1,3,5,0,0,1,1,2,528,0,0,0,0,0,0,0,1
1437,8,2008,2008,426,5,5,3,6,1336,1932,5,1932,0,1932,2,5,7,1,4,5,3,3,774,0,66,0,1,1,1,1,1
1438,6,1957,1996,0,3,3,1,6,600,912,3,1236,0,1236,1,3,6,0,0,5,1,2,923,0,158,0,0,0,0,0,0
1439,7,1979,1979,96,3,3,1,6,315,539,3,1040,685,1725,2,3,6,1,3,5,2,2,550,0,88,0,0,0,0,0,0
1440,6,1922,1994,0,3,5,1,1,0,588,2,1423,748,2555,2,3,11,1,4,1,3,2,672,431,0,0,0,0,0,0,0
1441,6,2004,2004,147,4,4,3,6,697,848,5,848,0,848,1,4,3,1,3,5,2,2,420,149,0,0,0,1,1,0,1
1442,10,2008,2008,160,5,5,3,6,765,1017,5,1026,981,2007,2,5,10,1,5,5,3,3,812,168,52,0,0,1,1,1,1
1443,6,1916,1950,0,3,3,1,1,0,952,2,952,0,952,1,2,4,1,4,1,1,1,192,0,98,0,0,0,0,0,0
1444,7,2004,2004,106,4,4,3,1,0,1422,5,1422,0,1422,2,4,7,0,0,5,2,2,626,192,60,0,0,1,1,0,1
1445,6,1966,1966,0,3,3,4,2,187,814,4,913,0,913,1,3,6,0,0,1,1,1,240,0,0,0,0,1,1,0,0
1446,5,1962,1962,189,3,3,1,3,593,1188,3,1188,0,1188,1,3,6,0,0,5,1,1,312,261,39,0,0,0,0,0,0
1447,8,1995,1996,438,4,4,1,6,1079,1220,5,1220,870,2090,2,4,8,1,3,5,2,2,556,0,65,0,0,1,1,0,1
1448,4,1910,2000,0,3,2,1,1,0,560,4,796,550,1346,1,3,6,0,0,1,1,1,384,168,24,0,0,0,0,0,0
1449,5,1970,1970,0,3,4,3,6,553,630,5,630,0,630,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,5,1974,1974,0,3,4,1,1,0,896,3,896,896,1792,2,3,8,0,0,0,0,0,0,32,45,0,0,1,1,0,0
1451,8,2008,2009,194,4,4,1,1,0,1573,5,1578,0,1578,2,5,7,1,4,5,3,3,840,0,36,0,0,0,0,1,1
1452,5,2005,2005,80,3,4,4,6,547,547,4,1072,0,1072,1,3,5,0,0,4,3,2,525,0,28,0,0,1,1,0,1
1453,5,2006,2006,0,3,4,1,1,0,1140,5,1140,0,1140,1,3,6,0,0,0,0,0,0,36,56,0,0,1,1,0,1
1454,7,2004,2005,0,4,4,1,6,410,1221,5,1221,0,1221,2,4,6,0,0,5,2,2,400,0,113,0,0,1,1,0,1
1455,6,1999,2000,0,3,4,1,1,0,953,5,953,694,1647,2,3,7,1,3,5,2,2,460,0,40,0,0,1,1,0,1
1456,6,1978,1988,119,3,4,1,5,790,1542,3,2073,0,2073,2,3,7,2,3,5,1,2,500,349,0,0,0,0,0,1,0
1457,7,1941,2006,0,5,3,1,6,275,1152,5,1188,1152,2340,2,4,9,2,4,5,2,1,252,0,60,0,0,0,0,0,0
1458,5,1950,1996,0,3,3,2,6,49,1078,4,1078,0,1078,1,4,5,0,0,5,1,1,240,366,0,0,0,0,0,0,0
1459,5,1965,1965,0,4,3,1,4,830,1256,4,1256,0,1256,1,3,6,0,0,5,3,1,276,736,68,0,0,0,0,0,0
